,0
1512,Der Mittelteil ist säurig-wässrig .
1513,Recht viel Kohlensäure vorhanden .
1514,Ist dadurch süffig .
1515,Beim Abgang legt sich dann ein prägnantes Hopfenaroma auf die Zunge .
1516,"Man schmeckt schon , dass es ein Pilsner aus dem Norden ist ."
1517,Das Hopfenaroma ist aber irgendwie metallisch und seifig .
1518,"Komisch , ist ja eigentlich kein Extrakt eingebraut worden ."
1519,Grund könnte auch die Lichteinstrahlung durchs grüne Glas sein .
1520,"Das Beck's Pilsner ist ein trinkbares Pilsner , aber wirklich kein Genuss ."
1521,Industriebier
1522,Muss man nicht haben .
1523,"Massenware , Marketingbier , unterdurchschnittlich , süßlicher Körper , der Hopfen irgendwie muffig , mehr will ich darüber gar nicht schreiben , da lassse ich mir lieber länger über die guten Biere aus ."
1524,"Ab und zu Mal eine unterwegs ist ganz okay , schmeckt besser , als es hier wegkommt ."
1525,"Sizilien-Urlaub , im Regal des örtlichen Supermercato steht nur italienisches Bier ."
1526,Wat machste ?
1527,"Klar , du krallst dir die einzig bekannte Sorte und kommst nach 15 Jahren ( oder so ähnlich ... ) mal wieder in den zweifelhaften Genuss des Bieres aller Biere , höhö !!"
1528,"Die Angelegenheit ist dann auch recht schnell abgehandelt : blassgelbe Farbe , die "" Blume "" sagt binnen einer Minute "" arrivederci "" , leichte Hopfenherbe , perlt wie Sekt , ansonsten reichlich wässrig ."
1529,Was ich jedoch nie und nimmer vermutet hätte : man bedient sich noch des guten altmodischen Hopfens und verzichtet auf Hopfenextrakt .
1530,Chapeau !
1531,Taugt jedoch allenfalls als Durstlöscher an warmen sizilianischen Spätsommer-Abenden .
1532,Zu Beck's ist wohl schon alles gesagt .
1533,"Mein Fall ist es überhaupt nicht , aber wenn es sein muss , kann ich es trinken ."
1534,5 Öffner .
1535,"Vollig überschätzt , Marketing Inferno bis der Arzt kommt ."
1536,Ich brauch sowas nicht
1537,Immer wieder nett .
1538,Fangen wir mit der No .
1539,1 hier an .
1540,Eine bittere Pampe .
1541,Schmeckt wie der HSV kickt : Unterirdisch .
1542,"Früher hab ich das Becks gekippt ohne Ende , da war man cool , wenn man es trank ."
1543,"Heute , im doppelten Alter mach ich große Bogen um die Plörre ."
1544,Marketingbier .
1545,Wohl ein Bier von Welt .
1546,"Wer es herb mag , bitte ."
1547,"Ich würde es meinen Bieren nicht vorziehen , allein des Preises wegen ."
1548,Ist definitiv trinkbar auch nach 5 + Bieren .
1549,"Extrem grasiger Geruch , rundum rund ."
1550,Etwas herb .
1551,"Party Bier wo jeder gern zugreift , auch Frauen ."
1552,Daher gut ! ;)
1553,Verkosten wir mal den Tabellenführer bei den Meistgetrunkenen .
1554,Flasche und Label sehen recht schick aus .
1555,Der Duft nach dem Öffnen der Flasche ist recht gut und bierig .
1556,"Der Körper ist recht leer , leicht süsslich ."
1557,Der Hopfen schmeckt etwas pappig und sehr dumpf .
1558,"Ich muss aber gestehen , dass es mir besser schmeckt , als ich es über die Jahre in Erinnerung hatte ."
1559,Unterscheidet sich von den anderen Industriebieren durch seinen prägnanten Licht ( fehl ) geschmack !
1560,Gut
1561,"Geruch getreidig , Antrunk leicht wässrig , dann kommt der Hopfen zum Vorschein ."
1562,Im Nachgang leicht bitter .
1563,"Sollte das bier in Bremen wirklich besser sein als anderswo , ich hatte es schlechter in Erinnerung ."
1564,Beim Bitburger habe ich dieselbe Erfahrung in der Eifel gemacht .
1565,"Über das becks kann man viel schreiben , für mich ist ein "" normales "" Standartbier , welches mir im Abgang zu unrund herb ist , und damit zum erneuten schlucken auffordert ."
1566,"Man muss aber sehen , dass es vom gesamten Eindruck , als auch vom Geschmack besser als die meisten günstigen Alternativen ist ."
1567,"Der Geruch ist dem Bier sehr ähnlich und kann mich nur schwer überzeugend , es perl etwas grobporig und zerfällt recht schnell ."
1568,Hopfendominant .
1569,Extrem starker Geruch und sehr strenger Geschmack .
1570,Mal Eins und dann ist gut .
1571,"Beim öffnen steigt einem direkt der Beck's typische Hanfgeruch in die Nase , das Bier ansich schmeckt perfekt ."
1572,"Nichts für meinen Geschmack , trinke es auch ab und an aber der spezielle Geruch und Geschmack ist schon eigenartig ."
1573,Etikett ist gut .
1574,"Grüne 0,5 l Longneck-Flasche als Gebinde ."
1575,In silber-weiß-schwarz-rot gehaltenes Etikett mit roten Wappen mit einem weißen Schlüssel .
1576,"Silberne Folie am Flaschenhals . 4,9 % Alkohol ."
1577,Gerstenmalz und Hopfen bei den Zutaten .
1578,Schöne helle Schaumkrone .
1579,Klare goldgelbe Farbe .
1580,Hopfiger Geruch mit grasiger Note .
1581,Pilstypisch hopfigherber Antrunk .
1582,Ein schlanker Körper und wässrig im Mittelteil .
1583,Außerdem leichte malzige Süße im Mittelteil .
1584,Der Abgang ist würzig und hopfigherb .
1585,"Der Nachgeschmack ist zuerst hopfigherb , dann leicht malzigsüß , anschließend würzig und zum Ende hin hopfigherb mit grasiger Note und bitter ."
1586,Lässt sich eiskalt durchaus süffig trinken .
1587,Insgesamt ist das Beck's aber ein typisch durchschnittliches Standard-Industrie-Pils .
1588,"Ab und an trinke ich gerne mal eine Flasche , aber einen ganzen Kasten würde ich jetzt nicht kaufen wollen ."
1589,"Mein Vater meinte diese Bier schmeckt nur im Urlaub und ja es schmeckt vielleicht nur im Urlaub , aber im dem Moment , als mir der Geruch , der dem gesamten Raum ausfüllt , in die Nase stieg bekam ich einen würgreiz , es riecht eckelhaft ."
1590,"Im Glas sieht es gut aus , schöne Krone , ekelhafter Geruch , nochmal , ja sooo schlimm , dass ich es zwei mal erwähnen muss ."
1591,"Der Geschmack ist etwas besser , doch immer noch nicht gut , er ist unter Durchschnitt , aber nicht wirklich gut ."
1592,"Man kann es trinken , falls man keinen Geruchsinn mehr hat , ansonsten nicht empfehlenswert ."
1593,"Einfach nur Edel , geschmacklich top , würzig , herb , farbe auch schön , Beck's geht immer und überall , aus dem fass auch top , eines der besten Biere auf der welt"
1594,ein doch leckereres bier
1595,"Nichts für mich , schade das sich sowas durchsetzen kann"
1596,"Das Bier fand ich einmal gut , als ich noch nichts vom Bier verstand ."
1597,Zur Klassifikation wurde schon viel geschrieben ; ich trinke seit einigen Jahren nur noch selten Industriebiere dieser Art .
1598,"Also , kurz und schmerzlos ."
1599,"Aussehen : Goldgelber , blanker Farbton , viel Schaum gibt es nicht zu sehen ."
1600,"Aroma : Es riecht leicht säuerlich , deutlich muffig - unrund ."
1601,Geschmack : Der Antrunk ist angenehm rezent und nur sehr mild Malzig .
1602,"Der Hopfen kann mit seiner Würzigkeit aufwarten , wobei diese nicht wirklich hochwertig schmeckt , sondern sogar ziemlich billig daher kommt ."
1603,Körper : Sehr schlang und dünn - weichgespült .
1604,"Abgang : Überraschungen erlebt man hier keine , das Malz bleibt wie es ist , der Hopfen steuert eine unrunde Bittere hinzu ."
1605,"Fazit : Ein langweiliges Industriebier mit einem nichtssagenden , charakterlosen Körper ."
1606,Dieses Pils braucht man nicht .
1607,Das Beck's Pilsener .
1608,Vorneweg etwas Etikettengeschichte : Das 1873 begründete Bier gewann die Goldmedaille auf der Weltausstellung 1876 in Philadelphia für „ das beste aller kontinentalen Biere “ .
1609,Das Abbild der Medaille und der Bremer Schlüssel erschienen erstmals 1877 auf dem Etikett .
1610,"Das Bier wurde als Schlüsselbier und Key Beer weltweit bekannt , "" Key Beer "" stand sogar eine zeitlang auf den Etiketten für den englischsprachigen Markt ."
1611,1884 wurde das ovale Etikett mit einem nach rechts gerichteten Schlüssel als Warenzeichen geschützt .
1612,"Gab es auch links ... wäre interessant , warum ?"
1613,"Übermittlungsfehler ... japanischer Sprachraum ( die mögen Linien von oben links nach unten rechts ) , Wurschtigkeit der Lizenznehmer ?"
1614,Seitdem wird die Form im Prinzip eingehalten .
1615,Das Beck's also .
1616,"Selbst im Kinoklassiker "" Das Boot "" ein Belohnungsbier ."
1617,Das Bier schlechthin in den Diskotheken ( heute : Club ) der 80er Jahre .
1618,"Schon damals umstritten , aber eben doch dank seiner hohen Verbreitung gerne gekauft und getrunken ."
1619,"Grüne Segel , rauchige Stimme ..."
1620,Sail away .
1621,Es war eben ein norddeutsch herbes Bier .
1622,"Zum Bier selbst : Eine gute Krone , die aber recht schnell zusammenfällt ."
1623,"Das Bier hopfig , etwas instabil der Körper , aber gut trinkbar , wenig Widerstand ."
1624,Ein klassisches einfaches Pils .
1625,"Den metallischen Geschmack , den hier so viele schmecken , schmecke ich nicht ."
1626,"Dafür einen eher bitteren Körper und vor allem hopfenextraktischen Nachgeschmack , ein bißchen Metall also schon ."
1627,Die Referenz des Mittelmasses .
1628,"Im Inland unterdurchschnittlich , im Ausland knapp drüber ... mehr nicht , 5 Öffner ."
1629,Ich schreibe das am Tag als die AB InBev die SABMiller geschluckt hat ( zumindest habe ich gerade davon gelesen ) .
1630,Ein Drittel der Weltbierproduktion ist jetzt in einem Firmenkonglomerat zusammengefasst .
1631,"Die Welt AG nimmt realistische Züge an , Orwell lässt grüßen ."
1632,"Beck's begleitet einen wirklich überall hin , das gibt es auch überall - sogar im noch sozialistischen Vietnam habe ich es kürzlich zwischen den lokalen Biersorten fotografiert ."
1633,Die einzig wirklich gute Eigenschaft ist die gleichbleibende Qualität im akademischen Sinn .
1634,Das Bier schmeckt überall auf der Welt nahezu gleich .
1635,"Die Biertester werden einwenden , dass eventuell anderes Brauwasser usf. bla bla ."
1636,"Sagen wir es so , im Inland nein , im Ausland durchaus ."
1637,Typisches Industriebier
1638,Leider für mich viel zu herb .
1639,"Ein herbes Bier das mehr von seiner Tradition lebt als von seinem Geschmack , es ist eben Kult und dazu noch auf der ganzen Welt zu bekommen ."
1640,Das Bier macht auch bei übermäßigem Genuss keinen Kater .
1641,Ich bewerte nur das Flaschenbier .
1642,"Die 0,33 l schmeckt besser als die unglücklichen 0,5 l Flaschen ."
1643,"Ich behaupte , seit der Übernahme des Ur-Becks durch AB ist das Bier an sich austauschbarer geworden ."
1644,"Ich trinke es ab und zu , jedoch für mich nicht Kastenwürdig ."
1645,Mein Fazit : Ein gutes industrielles Durchschnittsbier und für seine Qualität zu teuer
1646,"Mir ist unverständlich , dass so ein ( nicht mal durchschnittliches ) Bier , meist getrunkenes Bier sein sollte ."
1647,Ich habe es zum ersten Mal im Jahr 1997 getrunken .
1648,Schon damals war es nicht besonders .
1649,Hin und wieder trinke ich eine Flasche um zu sehen ob sich hier etwas verändert hat .
1650,Ich glaube heute schmeckt noch schlechter als damals .
1651,Schon nach dem ersten Trinkglas kommt Unwohlsein und Rülpsgefühl auf .
1652,Vor ca. 10 Jahren habe ich bei einer Geburtstagparty 3 Flaschen Beck’s getrunken ( es gab kein anders Bier ) .
1653,Mein Kopf war danach wie aus Beton .
1654,Ein Massenbier das sehr nach Hopfenextrakt schmeckt .
1655,Damit bin ich aufgewachsn .
1656,"Auch wenn es alle für eine Fernsehplörre halten , im Ausland immer wieder gerne ."
1657,In NYC kostet so eine Buddel doch glatt acht Dollars .
1658,Langweiliges Industriepils mit Hopfenextraktgeruch und leicht saueren Abgang .
1659,Beck's Pils : Das hier auf der Plattform wohl am meißten getrunkene Bier .
1660,Vermutlich war es damals auch mein Erstes .
1661,"Nicht nur wenn man aus Bremen stammt , man kommt einfach nicht an Beck's vorbei ."
1662,"Ich hatte schon immer meine kleinen Probleme mit diesem Bier , aber jetzt nach einigen Jahren fast ohne Beck's gefällt es mir wieder besser ."
1663,"Ich finde es sehr schwer dieses Bier zu bewerten , da man es schon fast als DAS Pils bezeichnen kann , aufgrund seiner Verbreitung ."
1664,"Es ist sehr herb , besitzt aber trotzdem einen relativ fruchtig / hopfigen Geschmack und gut Kohlensäure ."
1665,"Negativ fällt mir immer und immer wieder der fast schon typische metallische Geschmack auf , der , so wie ich vermute , vom Kronkorken herrührt ."
1666,"Vom Fass ist beinahe jedes Bier besser , aber Beck's vom Fass spielt gegenüber seinem Bruder aus der Flasche in einer deutlich höheren Liga - die Kohlensäure ist hier oft besser dosiert und die metallische Note entfällt ."
1667,"Ansonsten ist das Bier echt super trinkbar , vor allem wenn es draußen warm ist , bzw. das Bier nicht zu stark gekühlt ist ."
1668,"Ist das Bier bzw. die "" Umgebung "" zu kalt knallt einem nur noch der Hopfen auf die Zunge ."
1669,Alles in allem echt ein annehmbares Bier für den Sommer .
1670,"Zu viele Bier sollten es jedoch auch nicht sein , ansonsten bekommt man den Hopfengeschmack tagelang nicht von der Zunge :D"
1671,"Brauchbar , wenn nichts anderes zur Hand ist ."
1672,Aber nichts dolles .
1673,Vorteil : Weltweit verfügbar .
1674,Gibt's überall und ständig .
1675,"Metallischer Nachgeschmack , da schmeckt man die Fabrik ."
1676,"Funktioniert gegen Durst , gut wenn es heiß ist ."
1677,"Sobald es kühler ist , finde ich es untrinkbar ."
1678,Oder wenn man vorher ein Helles getrunken hat .
1679,Kann das Zeugs nicht mehr sehen !
1680,Das ist der Untergang der Bierkultur !!
1681,Nun musste ich Deutschlands Exportschlager auch mal wieder trinken .
1682,"Es gibt auf jeden Fall schlechtere , aber natürlich auch viel bessere Biere ."
1683,"Recht erfrischend , aber leer und ausdruckslos ( oder "" seelenlos "" ) , im Mittelteil etwas süßlich und schwach im Abgang ."
1684,"Kann man aber trinken , wenn man ein Bier trinken will um den Durst zu löschen , aber nicht um ein Bier zu genießen ."
1685,Ziemlich Herb und Würzig .
1686,Wenig Hopfig .
1687,Bitterer Abgang .
1688,Langanhaltende Bitterkeit im hinterem Rachenraum .
1689,Früher mal mein Lieblingsbier - tja Jugendsünden . ;) Immerhin kann man es glaub ich ganz gut rausschmecken im Vergleich mit anderen Massenbieren .
1690,"Sehr dünn ( erinnert mich an Heineken ) , metallische und graßige Noten , drückt leicht im Hals ."
1691,"Wenn man an der Flasche / Glaß riecht , dann erkennt man das Bier aber sofort : riecht nach Marihuana - warum auch immer , aber bestätigen mir immer wieder auch andere Leute ."
1692,Brauch ich nicht mehr !
1693,Steht mir ein bischen zu steif im Hals / Glas .
1694,Der Preis ist völlig überteuert für Industrieplörre .
1695,Ich brauchs nicht .
1696,Perlige Pilsnerkrone .
1697,Vorbildlich gelbliche Farbe .
1698,"Schmeckt der Krone nach im Antrunk perlig , und wird im Körper von der Hopfung dominiert ."
1699,"Der hier schon angesprochene metallische Nachgeschmack ist wohl dem Massebrauvorgang geschuldet , da er mit den teilweise bitteren Säurearomen von handgebrauten Bieren nicht zu vergleichen ist ."
1700,"Das Etikett schwach , passend eines Masseproduktes sehr einfach gehalten ."
1701,Gut das Geschmack unterschiedlich bewertet wird .
1702,Mir schmeckt es einfach nicht .
1703,Getsern war es seit etlichen Jahren mal wieder soweit .
1704,"Es gab nix anderes außer Beck' s. Und ja , alle Erinnerungen und Vorurteile haben sich wieder bewahrheitet ."
1705,Das Zeug ist einfach kein Bier .
1706,"Riecht komisch , perlt seltsam und schmeckt dünn mit Hopfenextraktfinisch ."
1707,Ne ne ne
1708,Unspektakulär und doch immer wieder lecker
1709,"Langweiliges Bier , schmeckt viel zu sehr nach Wasser , und riecht nach Hash :("
1710,"Keine Ahnung , warum so viele Leute es mögen ... hat diesen Spagelpisse-Nachgeschmack ...."
1711,Leicht metallischer Geruch .
1712,"Geschmacklich sehr mild für ein Pils , mit gutem Willen leicht hopfig im Nachtrunk ."
1713,Im Großen und Ganzen sehr dünn .
1714,Durchschnittliches Industriebier .
1715,"Grüne 0,33 l Longnecklfasche mit recht schlichtem Etikett ."
1716,Im Glas zeigt sich die pilsübliche hell- bis goldgelbe Färbung .
1717,Die Krone hält leider nicht sonderlich lange vor .
1718,Es duftet angenehm frisch und irgendwie grasig .
1719,Geschmacklich dominiert der Hopfen .
1720,Das Bier ist recht herb ( wenn auch nicht so herb wie Jever oder Holsten ) und würzig .
1721,Unterm Strich bin ich von dieser großen Marke enttäuscht .
1722,"Laut Statistik auf dieser Seite ist es das meistgetrunkene Bier , aber unter den Pilsbieren ist es für meinen Geschmack allenfalls untere Mittelklasse ."
1723,"Große Marke , hoher Preis , geschmacklich leider nur noch unteres Mittelmaß ."
1724,"Bedauerlich , für diese einst so große deutsche Marke ."
1725,"Becks halt , es gibt weiß Gott besserer Biere , kann man im Sommer aber selbstverständlich auch mal trinken ."
1726,"Nichts gegen Bremen , das ist wirklich eine schöne und angenehm-einzigartige Stadt ... wäre nur das Bier von dort annähernd so !"
1727,Das im Gegensatz zum Ranking hier auf Bierbasis wohl am meisten getrunkene deutsche Bier ist geschmacklich einfach eine 0-Nummer und unterdurschnittliches Mittelmaß .
1728,Die Brauerei hat es aber irgendwie geschafft überall präsent zu sein und die meisten Leute wollen sich beim Ausgehen nicht auf Experimente einlassen und irgendwie kann man es ja auch trinken .
1729,"Allerdings dürfen die grünen Flaschen niiiie , niiiiemals irgendwann in der Sonne gestanden haben ( was leider bei den Music-Clubs , die nur wochenends geöffnet haben , bei der Anlieferung desöfteren vorzukommen scheint ... ) , dann wirds nämlich richtig ekelig , obwohl das Verfallsdatum lange nicht erreicht ist ."
1730,"Im Winter kommt das nicht so oft vor , aber ich hatte kürzlich wieder so eine ..."
1731,"Mein Ratschlag an die Brauerei : liefert in silberfolierten sonnenlichtreflektierenden Flaschen , dann reichts vielleicht für eine 5 , so nur , siehe unten"
1732,"Duft : Leicht grasig , mit Hopfenwürze normal ."
1733,"Antrunk : Schlanker Körper , eher wässrig ."
1734,"Im Abgang , Hopfenbittere mit keinem besondererem Merkmal ."
1735,Fazit : Ein Bier das keinem wehtut .
1736,Industriebier halt .
1737,Ist halt nur n Pils mehr nicht .
1738,Schade eigendlich .
1739,Es hat keine Ecken und keine Kanten .
1740,LG
1741,"Standard-Pils , leicht lasch ."
1742,"Es läuft zwar die vom knochentrockenen Studentenalltag ausgedörrte Kehle herunter , jedoch ziehe ich für Fläche zwei heut eine andere Flasche vor ..."
1743,Schön hopfig leicht wässrig mit schönen charakteristischen malz / würze Noten schmeckt nicht wie ein Durchschnittsindustriepils .
1744,Wie bei den meisten Industriebieren fehlt bei Becks das gewisse Etwas .
1745,Es ist erfrischend und die Würze ist genau richtig .
1746,Mehrere davon kann ich aber nicht hintereinander trinken .
1747,"Ich mag es etwas herber , daher bekommt Becks dennoch einen Daumen nach oben ."
1748,"Naja , es ist sicher nur ein "" Industriebier "" aber es geht auch noch schlimmer ."
1749,Immerhin ist eine leicht herbe Note wahrzunehmen .
1750,Ansonst ist es recht langweilig und ausdruckslos .
1751,Kein totaler Reinfall aber kaufen muss man es nicht
1752,Nein !
1753,Völlig überschätztes Bier .
1754,Edel ist daran nur der Preis .
1755,"Niht nur , dass man eine Fahne hat wie nen Deutscher WM-Fan , auch der völlig überhopfte Geschmack ist gewöhnungsbedürftig ."
1756,Meine Bewertung von 2014 habe ich gelöscht .
1757,Becks hat in den letzten Jahren deutlich an Geist verloren .
1758,Einst mal ein richtig herbes Nordisches Bier .
1759,Heute nur noch kümmerliche grasige Herbe und ein süßer Malzkörper .
1760,Wie sagt man so schön ?
1761,"Schwach angefangen , stark nachgelassen ."
1762,Beck's löscht Penner-Durst
1763,Langweiliges Industriebier mit überbewertetem Image und enormem Marketing .
1764,Ein typisches Industrie Bier schmeckt etwas leer leicht hopfig wenig Inhalt .
1765,Kein besonderes Highlight .
1766,"Flasche geöffnet , stark grasiges , muffiges Bouquet strömt aus ."
1767,Genau wie in Erinnerung abgespeichert .
1768,Bouquet flacht schnell ab .
1769,"Antrunk ist nicht mehr so herb wie in Erinnerung , sondern milder als erwartet und leer bis wässrig ."
1770,"Dezente Würzigkeit ist vorhanden , die Hopfenbittere ist mittelmäßig und unspezifisch ."
1771,"Es verwässert schnell , die Würzigkeit flacht sehr schnell enorm ab , Abgang von leichter Hopfenherbe und Trockenheit geprägt ."
1772,"Der Gesamttrunk ist lasch , aber leichtgängig ."
1773,Einfach Top .
1774,Ich mag es aber noch mehr mag ich welche mit mehr Geschmack .
1775,"Schmeckt nicht schlecht , aber viel zu teuer ."
1776,Das Beste an diesem Bier ist sicher das Marketing .
1777,Denn durch den Geschmack kann es nicht wirklich überzeugen .
1778,Standard-Industrieplörre .
1779,Da trink ich lieber gleich kein Bier .
1780,mittelherbes industriebier für die masse . recht bekannt und überall verfügbar . solide kost . kann man trinken . allerdings nur wenn es kein besseres bier gibt .
1781,Ein Spitzenbier aus Deutschland .
1782,"Der Antrunk ist rund-würzig , gefolgt von angenehmer Bitterkeit der ne weile verbleibt ."
1783,Der Abgang ist mild .
1784,Kann ich nur empfehlen !
1785,"selbst wenn es mir besonders schmecken würde , denn das tut es nicht , würde ich wohl doch eher selbst bier mitbringen als mich auf parties mit becks versorgen zu lassen . auch auf festivals leider immer häufiger standard . allein die mentalität der becks trinker sagt mir nicht sonderlich zu ."
1786,""" Das Bier ist aus der Dose ."
1787,"Die Farbe ist hellgelb blank mit wenig feinporigem Schaum , der nicht stabil ist ."
1788,"Der Geruch ist sehr muffig , wie ein altes Stempelkissen oder Briefmarkenleim und zugleich süßlich ."
1789,Im Hintergrund kommt noch ein metallischer Geruch dazu .
1790,"Das ist so ekelhaft , ich mag es gar nicht trinken ."
1791,"Der Antrunk ist mittel vollmundig und getreidig süßlich , jetzt aber im positiven Sinn als Verstärkung des Körpers ."
1792,"Im Mittelteil wird der Körper leer , beim Schlucken überfallen mich extrem bittere , unrunde und harte Hopfenaromen , die sofort wieder abhauen ."
1793,Nach dem Schluck hat man das Gefühl Wasser mit ein wenig Biergeschmack getrunken zu haben .
1794,"Ich kann mir vorstellen , wenn man es eiskalt trinkt , sind alle Fehlgeschmäcker eingefroren und es geht einigermaßen ."
1795,Meines war mit ca. 12 ° C am oberen Ende der Trinktemperatur .
1796,"Fazit : ein völlig unharmonisches , wenig und schlecht gehopftes Pils ."
1797,"Am meisten stört mich aber der ekelhaft muffig , süße Geruch . """
1798,Nettes neues Retrodesign .
1799,"Früher war es mein absolutes Lieblingsbier , dann konnte ichs ne ganze Zeit nicht mehr sehen , zwecks testen hab ichs mir mal wieder gekauft , Bin positiv überrascht ."
1800,Der befürchtete Blechgeschmack ist nicht vorhanden .
1801,"Was ich trinke , ist ein mildes Pils , das angenehm läuft ."
1802,Vielleicht sollte man es ... naja ... in Maßen trinken .
1803,Ich kanns einfach nicht mehr sehen .
1804,"Dieses omnipräsente Gebräu ist leider auf vielen Parties immer noch "" Standard-Mitbringsel "" ."
1805,Wann ändert sich das endlich mal ?
1806,"Man kann es schon mal trinken , aber wirklich gut ist es deswegen noch lange nicht ."
1807,Massenware .
1808,Einziger Vorteil : überall erhältlich .
1809,Qualität und Preis stehen in krassem Mißverhältnis .
1810,Leider in den letzten Jahren deutlich an Qualität verloren .
1811,"Schmeckt fürchterlich nach "" Blech "" ."
1812,Kein Bier mehr für mich
1813,"Es ist einfach das typische Bier , dass überall zu haben ist und was man eigentlich immer trinken kann ."
1814,Wenn es aber eine Auswahl gibt entscheidet man sich meistens gegen Becks ...
1815,"Runde Sache , aber mir zu lieblich ."
1816,An und für sich ein gutes Pilsener .
1817,Erfrischend und Herb .
1818,Typisch deutsches Export-Pilsner .
1819,Hierzulande eher durchschnittlich .
1820,Feinherbe erfrischende Pilsnernote .
1821,Hat aber den Rubikon schon überschritten .
1822,Mit Becks kann man eigentlich nichts verkehrt machen .
1823,"Ein gutes Durchschnittsbier , nicht mehr , nicht weniger ."
1824,"Positiv : Becks schmeckt immer gleich ( gut ) , es gibt kaum Qualitätsunterschiede von Bier zu Bier"
1825,Leider ist der Ruf vom Becks mittlerweile deutlich schlechter als es tatsächlich schmeckt .
1826,Auf ner Party mit Becks in der Hand sieht natürlich uncool aus - aber Kopfschmerzen hatte ich davon wirklich noch nie !
1827,Ein Klassiker - aber er wird zu Massenware - ich trinke es immer wieder gerne
1828,Naja
1829,Deutscher Pils-Klassiker all over the world !
1830,Nichts besonders tolles aber ein schönes Standardbier das einem international gesehen manchmal den Arsch rettet ( z. B. in den Staaten ) .
1831,Zum Genuss in rauen Mengen geeignet .
1832,"Gesamteindruck : Erfrischend , hopfig und etwas charakterschwach ."
1833,Früher eines meiner Lieblingsbiere aber heute trinke ich es nicht mehr so gern .
1834,Trotzdem süffig und leicht herb wie ich finde .
1835,Viel spaß damit !
1836,An heißen Sommertagen ist es gut gekühlt eine Süffige Erfrischung .
1837,Allerdings hatte ich es früher schon etwas herber in Erinnerung .
1838,"Immer würde ich es jetzt auch nicht trinken , da es recht dünn und vorallem teuer ist ."
1839,Aber bei diesen Temperaturen kommt solch leichte Kost gerade Recht .
1840,Sehr erfrischend aber nicht herb genug
1841,"Gut süffig aber sehr dünn , wenig herb ."
1842,Früher war es besser
1843,Gekühlt kann man es trinken .
1844,Sonst ist es nicht mein Fall .
1845,"Ein kerniges , herbes Industriepils für Menschen dies mögen ."
1846,Für mich hat die Marke durch die ständige Preisschlacht an Ansehen verloren .
1847,Trauriges Überbleibsel eines einstmals stolzen Bieres .
1848,"Flach , wäßrig , bitter , kaum Körper , dünner Schaum , wenig Blume ."
1849,Was bleibt ist ein hopfenbitterer Nachgeschmack am Gaumen .
1850,Schade .
1851,Wahrscheinlich wird hier nur Bitterhopfen aus dem untersten Preissegment verwendet .
1852,"Würde es nicht auf der Flasche stehen , ich könnte das Becks nicht von anderen nordischen Bieren unterscheiden ."
1853,Deutlich besser als das Beck's Gold .
1854,"Man kann es schon mal den ganzen Abend trinken , wenn es nicht anderes in der Bar gibt ."
1855,"Man sollte sich allerdings Gedanken machen , ob man sich nicht lieber nach einer neuen Bar umsehen sollte ..."
1856,last man standing - wenns gar nicht anders gibt ganz passabel ...
1857,"Nunja , was Werbung anrichten kann sehn wir hier ."
1858,Fast jedes Bier ist leckerer als ein Becks .
1859,"Chinesen machen besseres Bier , sowas stellt sich sogar Betrunken an der Bar noch Quer ."
1860,"Seltsam wie sowas so beliebt werden konnte , auch ich habe das mal getrunken ."
1861,"Ist ein solider Standard , wenn man auf einer Party nichts anderes zur Auswahl hat ."
1862,"Zugegeben - viele Biere rangieren nicht darunter , aber einige gibts schon ( siehe auch Sternburg - hehe ... ) ."
1863,Kann man schon mal machen - auch in größeren Mengen .
1864,"Ab damit auf ein Boot , Segel setzen und auf Nimmerwiedersehen !"
1865,"Dass Beck's im Ausland teilweise als * das * deutsche Bier gilt , macht betroffen ."
1866,"Vor 10 Jahren konnte ich es noch waerend einer Nacht im Club trinken , sogar zu hause im Kuehlschrank fand man es da bei mir ."
1867,"Heute bin ich erwachsen und bevor ich Beck's trinke , trink ich lieber Milch ."
1868,"Omnipräsent , übermächtig ."
1869,Gibts in den Staaten sogar in 2 Liter-Schraubverschluß-Flaschen .
1870,"Ist nur aus den kleinen Flaschen zu genießen , immer im Club , niemals zu Hause aus dem Kasten , kenne auch keinen der sich sowas in die Wohnung stellt ."
1871,"Die Legende , Beck´s rieche beim Öffnen nach Marihuana , kommt von Menschen die selbiges schon in großen Mengen zu sich genommen haben ."
1872,EIn typisch herbes Bier aus dem Norden .
1873,Man muß herbe Biere mögen um Jever zu lieben - dann spielt es aber in der Oberklasse .
1874,"Sehr herbes Pils , sehr schön ."
1875,"Not a bad beer to accompany your pizza or your fatty meal , it has a grapefruit bitterness that helps you feel less saturated ."
1876,I would probably not sip this alone though .
1877,Immer wieder gerne .
1878,Am liebsten natürlich frisch gezapft an der Nordsee
1879,Das Jever Pilsener kommt in einer grünen Flasche mit goldenem Etikett und schwarzer Schrift .
1880,"Eingeschenkt im Glas sieht es goldgelb mit schneeweißer Schaumkrone , pilstypisch aus ."
1881,"Es riecht würzig , hopfig ."
1882,"Der Antrunk würzig herb , dezent malzig , mit langem hopfigen Abgang ."
1883,Pilstypisch Friesisch herb .
1884,6 Öffner . 16. 01. 20
1885,"Viel zu bitter , überhaupt gar nicht mein Fall ..."
1886,Nach vielen Jahren gibt's heute wiedermal ein Jever - früher mochte ich das tatsächlich mal ...
